seq_id	go_terms
DATABASE|sp|P81708|LYSC1_CANLF_Lysozyme_C,_milk_isozyme_OS=Canis_lupus_familiaris_OX=9615_PE=1_SV=1	GO:0003796
DATABASE|sp|P81709|LYSC2_CANLF_Lysozyme_C,_spleen_isozyme_OS=Canis_lupus_familiaris_OX=9615_PE=1_SV=1	GO:0003796|GO:0050829|GO:0050830
DATABASE|sp|P81711|LYSC_SYRSO_Lysozyme_C_OS=Syrmaticus_soemmerringii_OX=9067_GN=LYZ_PE=1_SV=1	GO:0003796|GO:0050829|GO:0050830
DATABASE|sp|P82106|DEF5_RAT_Defensin_5_OS=Rattus_norvegicus_OX=10116_PE=2_SV=1	GO:0002227|GO:0005615|GO:0006952|GO:0019731|GO:0031012|GO:0050829|GO:0050830|GO:0051673|GO:0061844|GO:0071222
DATABASE|sp|P82269|BR2B_RANTE_Brevinin-2Tb_OS=Rana_temporaria_OX=8407_PE=1_SV=1	GO:0005576|GO:0006952
DATABASE|sp|P82270|RTD1A_MACMU_Rhesus_theta_defensin-1/3_subunit_A_OS=Macaca_mulatta_OX=9544_GN=RTD1A_PE=1_SV=1	GO:0002227|GO:0005615|GO:0006952|GO:0019731|GO:0031012|GO:0050829|GO:0050830|GO:0051673|GO:0061844|GO:0071222
DATABASE|sp|P82271|RTD1B_MACMU_Rhesus_theta_defensin-1/2_subunit_B_OS=Macaca_mulatta_OX=9544_GN=RTD1B_PE=1_SV=1	GO:0002227|GO:0005615|GO:0006952|GO:0019731|GO:0031012|GO:0050829|GO:0050830|GO:0051673|GO:0061844|GO:0071222
DATABASE|sp|P82290|CECA_ANOGA_Cecropin-A_OS=Anopheles_gambiae_OX=7165_GN=CecA_PE=1_SV=1	GO:0005576|GO:0005615|GO:0019731|GO:0050829|GO:0050830
DATABASE|sp|P82320|DEF6_MACMU_Neutrophil_defensin_6_OS=Macaca_mulatta_OX=9544_PE=1_SV=1	GO:0002227|GO:0005576|GO:0005615|GO:0006952|GO:0019731|GO:0031012|GO:0050829|GO:0050830|GO:0051673|GO:0061844|GO:0071222
DATABASE|sp|P82620|DF225_ARATH_Putative_defensin-like_protein_225_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL1_PE=5_SV=1	GO:0007165
DATABASE|sp|P82621|DF226_ARATH_Defensin-like_protein_226_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL2_PE=3_SV=1	GO:0007165
DATABASE|sp|P82622|DF228_ARATH_Putative_defensin-like_protein_228_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL3_PE=3_SV=2	GO:0007165
DATABASE|sp|P82623|DF245_ARATH_Defensin-like_protein_245_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL4_PE=2_SV=2	GO:0007165
DATABASE|sp|P82624|DF246_ARATH_Defensin-like_protein_246_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL5_PE=2_SV=1	GO:0007165
DATABASE|sp|P82625|DF247_ARATH_Defensin-like_protein_247_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL6_PE=3_SV=1	GO:0007165
DATABASE|sp|P82626|DF249_ARATH_Defensin-like_protein_249_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL7_PE=3_SV=1	GO:0007165
DATABASE|sp|P82627|DF250_ARATH_Defensin-like_protein_250_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL8_PE=3_SV=1	GO:0007165
DATABASE|sp|P82628|DF243_ARATH_Putative_defensin-like_protein_243_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL9_PE=3_SV=1	GO:0007165
DATABASE|sp|P82629|DF242_ARATH_Defensin-like_protein_242_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL10_PE=3_SV=2	GO:0007165
DATABASE|sp|P82630|DF244_ARATH_Putative_defensin-like_protein_244_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL11_PE=3_SV=1	GO:0007165
DATABASE|sp|P82631|DF251_ARATH_Putative_defensin-like_protein_251_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL12_PE=3_SV=1	GO:0007165
DATABASE|sp|P82632|DF252_ARATH_Putative_defensin-like_protein_252_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL13_PE=3_SV=1	GO:0007165
DATABASE|sp|P82633|DF234_ARATH_Putative_defensin-like_protein_234_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL14_PE=3_SV=1	GO:0007165
DATABASE|sp|P82634|DF253_ARATH_Putative_defensin-like_protein_253_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL15_PE=3_SV=1	GO:0007165
DATABASE|sp|P82635|DF238_ARATH_Putative_defensin-like_protein_238_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL16_PE=3_SV=1	GO:0007165
DATABASE|sp|P82636|DF239_ARATH_Putative_defensin-like_protein_239_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL17_PE=3_SV=1	GO:0007165
DATABASE|sp|P82637|DF240_ARATH_Putative_defensin-like_protein_240_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL18_PE=3_SV=1	GO:0007165
DATABASE|sp|P82638|DF241_ARATH_Defensin-like_protein_241_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL19_PE=3_SV=1	GO:0007165
DATABASE|sp|P82639|DF236_ARATH_Putative_defensin-like_protein_236_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL20_PE=3_SV=1	GO:0007165
DATABASE|sp|P82640|DF237_ARATH_Putative_defensin-like_protein_237_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL21_PE=3_SV=2	GO:0007165
DATABASE|sp|P82641|DF233_ARATH_Putative_defensin-like_protein_233_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL22_PE=2_SV=2	GO:0007165
DATABASE|sp|P82642|DF232_ARATH_Defensin-like_protein_232_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL23_PE=2_SV=1	GO:0007165
DATABASE|sp|P82643|DF230_ARATH_Putative_defensin-like_protein_230_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL24_PE=3_SV=2	GO:0007165
DATABASE|sp|P82644|DF231_ARATH_Putative_defensin-like_protein_231_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL25_PE=3_SV=1	GO:0007165
DATABASE|sp|P82645|DF235_ARATH_Putative_defensin-like_protein_235_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL26_PE=3_SV=1	GO:0007165
DATABASE|sp|P82646|DF229_ARATH_Defensin-like_protein_229_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL27_PE=2_SV=1	GO:0007165
DATABASE|sp|P82647|DF227_ARATH_Putative_defensin-like_protein_227_OS=Arabidopsis_thaliana_OX=3702_GN=SCRL28_PE=3_SV=2	GO:0007165
DATABASE|sp|P82781|DEF03_ARATH_Putative_defensin-like_protein_3_OS=Arabidopsis_thaliana_OX=3702_GN=LCR71_PE=3_SV=2	GO:0005739|GO:0006952|GO:0009505
DATABASE|sp|P82782|DEF08_ARATH_Defensin-like_protein_8_OS=Arabidopsis_thaliana_OX=3702_GN=LCR73_PE=3_SV=1	GO:0006952
DATABASE|sp|P82784|DEF07_ARATH_Defensin-like_protein_7_OS=Arabidopsis_thaliana_OX=3702_GN=LCR75_PE=2_SV=3	GO:0006952
DATABASE|sp|P82785|DEF09_ARATH_Putative_defensin-like_protein_9_OS=Arabidopsis_thaliana_OX=3702_GN=LCR76_PE=3_SV=1	GO:0006952
DATABASE|sp|P82787|DEF19_ARATH_Defensin-like_protein_19_OS=Arabidopsis_thaliana_OX=3702_GN=PDF1.4_PE=3_SV=2	GO:0006952
DATABASE|sp|P82818|MOR1_BOMMO_Moricin-1_OS=Bombyx_mori_OX=7091_GN=MOR1_PE=1_SV=1	GO:0005576|GO:0042742
DATABASE|sp|P82851|KKX11_CHEFU_Potassium_channel_toxin_kappa-KTx_1.2_OS=Chersonesometrus_fulvipes_OX=141248_PE=1_SV=1	GO:0005576
DATABASE|sp|P83080|M1H1_BOMMX_Maximins_1/H1_OS=Bombina_maxima_OX=161274_PE=1_SV=1	GO:0005576|GO:0042742
DATABASE|sp|P83081|M2H1_BOMMX_Maximins_2/H1_OS=Bombina_maxima_OX=161274_PE=1_SV=1	GO:0005576|GO:0042742
DATABASE|sp|P83083|M4H31_BOMMX_Maximins_4/H3_type_1_OS=Bombina_maxima_OX=161274_PE=1_SV=1	GO:0005576|GO:0042742
DATABASE|sp|P83084|M5H41_BOMMX_Maximins_5/H4_type_1_OS=Bombina_maxima_OX=161274_PE=1_SV=1	GO:0005576|GO:0042742
DATABASE|sp|P83399|DEF1_VIGUN_Defensin-like_protein_1_OS=Vigna_unguiculata_OX=3917_PE=1_SV=1	GO:0006952
DATABASE|sp|P83404|DEFI_PHLDU_Defensin_OS=Phlebotomus_duboscqi_OX=37738_PE=1_SV=3	GO:0005615|GO:0006952|GO:0006959|GO:0042742
DATABASE|sp|P83675|LANA_BLAHA_Ruminococcin-A_OS=Blautia_hansenii_OX=1322_GN=rumA1_PE=3_SV=1	GO:0005576|GO:0042742
DATABASE|sp|P83863|H2B_PENVA_Histone_H2B_(Fragment)_OS=Penaeus_vannamei_OX=6689_PE=1_SV=2	GO:0000786|GO:0003677|GO:0030527|GO:0046982
DATABASE|sp|P83865|H4_PENVA_Histone_H4_OS=Penaeus_vannamei_OX=6689_PE=1_SV=2	GO:0003677|GO:0030527|GO:0046982
DATABASE|sp|P83866|OCE2_LEPOE_Ocellatin-2_OS=Leptodactylus_ocellatus_OX=928525_PE=1_SV=2	GO:0005576|GO:0019836
DATABASE|sp|P83972|LYSD_DROME_Lysozyme_D_OS=Drosophila_melanogaster_OX=7227_GN=LysD_PE=2_SV=1	GO:0003796
DATABASE|sp|P84222|CECC_DROER_Cecropin-C_OS=Drosophila_erecta_OX=7220_GN=CecC_PE=2_SV=1	GO:0005576|GO:0005615|GO:0019731|GO:0050829|GO:0050830
DATABASE|sp|P84492|LYSC_CHEMY_Lysozyme_C_OS=Chelonia_mydas_OX=8469_GN=LYZ_PE=1_SV=1	GO:0003796|GO:0050829|GO:0050830
DATABASE|sp|P84840|ES1_PELSA_Esculentin-1_OS=Pelophylax_saharicus_OX=70019_PE=1_SV=1	GO:0005576|GO:0006952
DATABASE|sp|P84964|DEF12_TRIMO_Defensin_Tm-AMP-D1.2_OS=Triticum_monococcum_OX=4568_PE=1_SV=1	GO:0006952
DATABASE|sp|P84965|DEF11_TRIKH_Defensin_Tk-AMP-D1.1_OS=Triticum_kiharae_OX=376535_PE=1_SV=1	GO:0006952
DATABASE|sp|P84966|DEF5_TRIKH_Defensin_Tk-AMP-D5_OS=Triticum_kiharae_OX=376535_PE=1_SV=1	GO:0006952
DATABASE|sp|P84967|DEF6_TRIKH_Defensin_Tk-AMP-D6_OS=Triticum_kiharae_OX=376535_PE=1_SV=1	GO:0006952
DATABASE|sp|P84968|DEF2_TRIKH_Defensin_Tk-AMP-D2_OS=Triticum_kiharae_OX=376535_PE=1_SV=1	GO:0006952
DATABASE|sp|P84969|DEF61_TRIKH_Defensin_Tk-AMP-D6.1_OS=Triticum_kiharae_OX=376535_PE=1_SV=1	GO:0006952
DATABASE|sp|P84970|DEF3_TRIKH_Defensin_Tk-AMP-D3_OS=Triticum_kiharae_OX=376535_PE=1_SV=1	GO:0006952
DATABASE|sp|P84971|DEF4_TRIKH_Defensin_Tk-AMP-D4_OS=Triticum_kiharae_OX=376535_PE=1_SV=1	GO:0006952
DATABASE|sp|P85045|LYS_BUFGA_Lysozyme_C_(Fragment)_OS=Bufo_gargarizans_andrewsi_OX=61428_PE=1_SV=1	GO:0003796
DATABASE|sp|P85071|NIG2A_ODOGR_Nigrocin-2GRa_OS=Odorrana_grahami_OX=167935_PE=1_SV=1	GO:0042742
DATABASE|sp|P86016|ES2R_PELRI_Esculentin-2R_OS=Pelophylax_ridibundus_OX=8406_PE=1_SV=1	GO:0005576|GO:0006952
DATABASE|sp|P86017|ES2RA_PELRI_Esculentin-2Ra_OS=Pelophylax_ridibundus_OX=8406_PE=1_SV=1	GO:0005576|GO:0006952
DATABASE|sp|P86018|ES1R_PELRI_Esculentin-1R_OS=Pelophylax_ridibundus_OX=8406_PE=1_SV=1	GO:0005576|GO:0006952
DATABASE|sp|P86021|ES2RB_PELRI_Esculentin-2Rb_OS=Pelophylax_ridibundus_OX=8406_PE=1_SV=1	GO:0005576|GO:0006952
DATABASE|sp|P86022|BR2A_PELRI_Brevinin-2Ra_OS=Pelophylax_ridibundus_OX=8406_PE=1_SV=1	GO:0005576|GO:0006952
DATABASE|sp|P86023|BR2B_PELRI_Brevinin-2Rb_OS=Pelophylax_ridibundus_OX=8406_PE=1_SV=1	GO:0005576|GO:0006952
DATABASE|sp|P86024|BR2C_PELRI_Brevinin-2Rc_OS=Pelophylax_ridibundus_OX=8406_PE=1_SV=1	GO:0005576|GO:0006952
DATABASE|sp|P86025|BR2D_PELRI_Brevinin-2Rd_OS=Pelophylax_ridibundus_OX=8406_PE=1_SV=1	GO:0005576|GO:0006952
DATABASE|sp|P86027|BR1_PELRI_Brevinin-1R_OS=Pelophylax_ridibundus_OX=8406_PE=1_SV=1	GO:0098542
DATABASE|sp|P86028|BR1A_PELRI_Brevinin-1Ra_OS=Pelophylax_ridibundus_OX=8406_PE=1_SV=1	GO:0098542
DATABASE|sp|P86042|BR2CB_RANDY_Brevinin-2CDYb_OS=Rana_dybowskii_OX=71582_PE=1_SV=1	GO:0005576|GO:0006952
DATABASE|sp|P86154|BR2EG_PELRI_Brevinin-2Eg_OS=Pelophylax_ridibundus_OX=8406_PE=1_SV=1	GO:0005576|GO:0006952
DATABASE|sp|P86162|RN2VB_RANAR_Ranatuerin-2AVb_OS=Rana_arvalis_OX=156871_PE=1_SV=1	GO:0005576|GO:0006952
DATABASE|sp|P86183|ETCHF_ENTFC_Enterocin-HF_OS=Enterococcus_faecium_OX=1352_GN=entHF_PE=1_SV=2	GO:0005576|GO:0042742
DATABASE|sp|P86193|MYXC2_CRODM_Crotamine-IV-2_OS=Crotalus_durissus_cumanensis_OX=184542_PE=1_SV=1	GO:0044562
DATABASE|sp|P86194|MYXC3_CRODM_Crotamine-IV-3_OS=Crotalus_durissus_cumanensis_OX=184542_PE=1_SV=1	GO:0044562
DATABASE|sp|P86383|LYS_MERLU_Lysozyme_OS=Meretrix_lusoria_OX=74491_PE=1_SV=1	GO:0003796
DATABASE|sp|P86386|BACT_STRMG_Bacteriocin_mutacin_F-59.1_OS=Streptococcus_mutans_OX=1309_PE=1_SV=2	GO:0005576|GO:0042742
DATABASE|sp|P86403|SCXN2_MESEU_Sodium_channel_neurotoxin_MeuNaTxalpha-2_OS=Mesobuthus_eupeus_OX=34648_PE=1_SV=2	GO:0005576|GO:0006952|GO:0019871|GO:0090729
DATABASE|sp|P86406|SCX1_MESEU_MeuNaTxbeta-1_OS=Mesobuthus_eupeus_OX=34648_PE=1_SV=2	GO:0005576|GO:0006952|GO:0019871|GO:0090729
DATABASE|sp|P86475|LANLA_BACLI_Lantibiotic_lichenicidin_VK21_A1_OS=Bacillus_licheniformis_OX=1402_GN=lchA1_PE=1_SV=1	GO:0050830
DATABASE|sp|P86521|AMP_LYMAR_Antimicrobial_peptide_1b_OS=Leymus_arenarius_OX=220462_PE=1_SV=2	GO:0008061
DATABASE|sp|P86711|OCE1_LEPKN_Ocellatin-K1_OS=Leptodactylus_knudseni_OX=326593_PE=1_SV=1	GO:0005576|GO:0019836
DATABASE|sp|P86720|LANLB_BACLD_Lantibiotic_lichenicidin_A2_OS=Bacillus_licheniformis_(strain_ATCC_14580_/_DSM_13_/_JCM_2505_/_CCUG_7422_/_NBRC_12200_/_NCIMB_9375_/_NCTC_10341_/_NRRL_NRS-1264_/_Gibson_46)_OX=279010_GN=lanA2_PE=1_SV=1	GO:0050830
DATABASE|sp|P86810|OXLA_SIGCA_L-amino-acid_oxidase_OS=Siganus_canaliculatus_OX=75042_PE=1_SV=2	GO:0001716|GO:0009063|GO:0016491
DATABASE|sp|P91793|DEFA_AEDAE_Defensin-A_OS=Aedes_aegypti_OX=7159_GN=DEFA_PE=1_SV=1	GO:0005615|GO:0006952|GO:0006959|GO:0042742
DATABASE|sp|P93680|CHIT_PERAE_Endochitinase_OS=Persea_americana_OX=3435_GN=chi1_PE=1_SV=2	GO:0004568|GO:0005975|GO:0006032|GO:0008061|GO:0016998|GO:0050832
DATABASE|sp|P97361|BPIA1_MOUSE_BPI_fold-containing_family_A_member_1_OS=Mus_musculus_OX=10090_GN=Bpifa1_PE=1_SV=3	GO:0002395|GO:0005615|GO:0019731|GO:0043129|GO:0045087|GO:0061844|GO:1900229
DATABASE|sp|Q00715|H2B1_RAT_Histone_H2B_type_1_OS=Rattus_norvegicus_OX=10116_PE=1_SV=2	GO:0000786|GO:0003677|GO:0030527|GO:0046982
DATABASE|sp|Q008X1|DFP_BOMMO_Putative_defense_protein_OS=Bombyx_mori_OX=7091_PE=2_SV=1	GO:0016020
DATABASE|sp|Q01514|GBP1_MOUSE_Guanylate-binding_protein_1_OS=Mus_musculus_OX=10090_GN=Gbp1_PE=1_SV=1	GO:0003924
DATABASE|sp|Q01524|DEF6_HUMAN_Defensin-6_OS=Homo_sapiens_OX=9606_GN=DEFA6_PE=1_SV=1	GO:0002227|GO:0005576|GO:0005615|GO:0006952|GO:0019731|GO:0031012|GO:0050829|GO:0050830|GO:0051673|GO:0061844|GO:0071222
DATABASE|sp|Q01784|DF39_PEA_Defensin-like_protein_39_OS=Pisum_sativum_OX=3888_GN=PI39_PE=2_SV=1	GO:0006952
DATABASE|sp|Q05820|LYSC2_RAT_Putative_lysozyme_C-2_OS=Rattus_norvegicus_OX=10116_GN=Lyz2_PE=5_SV=1	GO:0003796|GO:0050829|GO:0050830
DATABASE|sp|Q06110|CAGA_STRGL_Antitumor_antibiotic_C-1027_apoprotein_OS=Streptomyces_globisporus_OX=1908_GN=cagA_PE=1_SV=1	GO:0003677|GO:0006952
DATABASE|sp|Q06283|LYSC2_BOVIN_Lysozyme_C-2_OS=Bos_taurus_OX=9913_GN=LYZ2_PE=1_SV=2	GO:0003796|GO:0050829|GO:0050830
DATABASE|sp|Q06284|LYSC3_BOVIN_Lysozyme_C-3_OS=Bos_taurus_OX=9913_GN=LYZ3_PE=2_SV=2	GO:0003796|GO:0050829|GO:0050830
DATABASE|sp|Q06285|LYSC1_BOVIN_Lysozyme_C-1_OS=Bos_taurus_OX=9913_GN=LYZ1_PE=2_SV=2	GO:0003796|GO:0050829|GO:0050830
DATABASE|sp|Q06583|PYS1_PSEAI_Pyocin-S1_OS=Pseudomonas_aeruginosa_OX=287_GN=pys1_PE=1_SV=2	GO:0004519|GO:0005102|GO:0009617|GO:0019835
DATABASE|sp|Q06584|PYS2_PSEAE_Pyocin-S2_OS=Pseudomonas_aeruginosa_(strain_ATCC_15692_/_DSM_22644_/_CIP_104116_/_JCM_14847_/_LMG_12228_/_1C_/_PRS_101_/_PAO1)_OX=208964_GN=pys2_PE=1_SV=3	GO:0004519|GO:0005102|GO:0009617|GO:0019835
DATABASE|sp|Q06589|CEC1_CERCA_Cecropin-1_OS=Ceratitis_capitata_OX=7213_GN=CEC1_PE=3_SV=1	GO:0005576|GO:0005615|GO:0019731|GO:0050829|GO:0050830
DATABASE|sp|Q06590|CEC2_CERCA_Cecropin-2_OS=Ceratitis_capitata_OX=7213_GN=CEC2_PE=3_SV=1	GO:0005576|GO:0005615|GO:0019731|GO:0050829|GO:0050830
DATABASE|sp|Q07502|DEF_SOYBN_Defensin-like_protein_OS=Glycine_max_OX=3847_PE=3_SV=1	GO:0006952
DATABASE|sp|Q08648|SG11B_HUMAN_Sperm-associated_antigen_11B_OS=Homo_sapiens_OX=9606_GN=SPAG11B_PE=1_SV=4	GO:0005576|GO:0061844
DATABASE|sp|Q08694|LYSB_DROME_Lysozyme_B_OS=Drosophila_melanogaster_OX=7227_GN=LysB_PE=2_SV=2	GO:0003796
DATABASE|sp|Q09198|DEF21_SORBI_Defensin-like_protein_21_OS=Sorghum_bicolor_OX=4558_PE=1_SV=1	GO:0006952
DATABASE|sp|Q0E4V3|GLL14_CHICK_Gallinacin-14_OS=Gallus_gallus_OX=9031_GN=GAL14_PE=3_SV=1	GO:0002227|GO:0005615|GO:0031731|GO:0050829|GO:0050830
DATABASE|sp|Q0Q028|DFP3_ANTMY_Putative_defense_protein_3_OS=Antheraea_mylitta_OX=34739_PE=2_SV=1	GO:0016020
DATABASE|sp|Q0Q029|DFP1_ANTMY_Putative_defense_protein_1_OS=Antheraea_mylitta_OX=34739_PE=2_SV=1	GO:0016020
DATABASE|sp|Q0VGU4|VGF_MOUSE_Neurosecretory_protein_VGF_OS=Mus_musculus_OX=10090_GN=Vgf_PE=1_SV=1	GO:0005179|GO:0005184|GO:0005615|GO:0033500|GO:0048167
DATABASE|sp|Q0W9P9|D103A_HORSE_Beta-defensin_103A_OS=Equus_caballus_OX=9796_GN=DEFB103A_PE=3_SV=1	GO:0005615|GO:0031731|GO:0042056|GO:0042742|GO:0060326
DATABASE|sp|Q0Z8B6|HJM79_ENTHR_Bacteriocin_hiracin-JM79_OS=Enterococcus_hirae_OX=1354_GN=hirJM79_PE=1_SV=1	GO:0005576|GO:0042742
DATABASE|sp|Q10989|DEF2B_SINAL_Defensin-like_protein_2B_OS=Sinapis_alba_OX=3728_PE=1_SV=1	GO:0006952
DATABASE|sp|Q17005|LYSC1_ANOGA_Lysozyme_c-1_OS=Anopheles_gambiae_OX=7165_GN=AGAP007347_PE=2_SV=2	GO:0003796
DATABASE|sp|Q17027|DEFI_ANOGA_Defensin_OS=Anopheles_gambiae_OX=7165_GN=Def1_PE=1_SV=1	GO:0005615|GO:0006952|GO:0006959|GO:0042742
DATABASE|sp|Q17043|APLY_APLKU_Aplysianin-A_OS=Aplysia_kurodai_OX=6501_PE=1_SV=1	GO:0001716|GO:0009063|GO:0016491
DATABASE|sp|Q17DK2|NAA25_AEDAE_Phagocyte_signaling-impaired_protein_OS=Aedes_aegypti_OX=7159_GN=psidin_PE=3_SV=2	GO:0005737|GO:0017196|GO:0031416
DATABASE|sp|Q17NR1|CECL_AEDAE_Aedesin_OS=Aedes_aegypti_OX=7159_GN=CECD_PE=1_SV=2	GO:0005576|GO:0005615|GO:0019731|GO:0050829|GO:0050830
DATABASE|sp|Q17NR4|CECN_AEDAE_Cecropin-N_OS=Aedes_aegypti_OX=7159_GN=CECN_PE=3_SV=1	GO:0005576|GO:0005615|GO:0019731|GO:0050829|GO:0050830
DATABASE|sp|Q1JPL7|PME18_ARATH_Pectinesterase/pectinesterase_inhibitor_18_OS=Arabidopsis_thaliana_OX=3702_GN=PME18_PE=1_SV=3	GO:0030599|GO:0042545
DATABASE|sp|Q1JS93|BR1B_ODOVE_Brevinin-1Vb_OS=Odorrana_versabilis_OX=326940_PE=1_SV=1	GO:0098542
DATABASE|sp|Q1JS94|PA1C_ODOVE_Palustrin-1c_OS=Odorrana_versabilis_OX=326940_PE=1_SV=1	GO:0005576|GO:0006952
DATABASE|sp|Q1KLX0|CAMP_SAGOE_Cathelicidin_antimicrobial_peptide_OS=Saguinus_oedipus_OX=9490_GN=CAMP_PE=3_SV=1	GO:0001530|GO:0005576|GO:0005615|GO:0006952|GO:0045087|GO:0050829|GO:0050830|GO:0061844
DATABASE|sp|Q1KLX1|CAMP_PANTR_Cathelicidin_antimicrobial_peptide_OS=Pan_troglodytes_OX=9598_GN=CAMP_PE=3_SV=1	GO:0001530|GO:0005576|GO:0005615|GO:0006952|GO:0045087|GO:0050829|GO:0050830|GO:0061844
DATABASE|sp|Q1KLX2|CAMP_PONPY_Cathelicidin_antimicrobial_peptide_OS=Pongo_pygmaeus_OX=9600_GN=CAMP_PE=3_SV=1	GO:0001530|GO:0005576|GO:0005615|GO:0006952|GO:0045087|GO:0050829|GO:0050830|GO:0061844
DATABASE|sp|Q1KLX3|CAMP_PAPPA_Cathelicidin_antimicrobial_peptide_OS=Papio_papio_OX=100937_GN=CAMP_PE=3_SV=1	GO:0001530|GO:0005576|GO:0005615|GO:0006952|GO:0045087|GO:0050829|GO:0050830|GO:0061844
DATABASE|sp|Q1KLX5|CAMP_TRACR_Cathelicidin_antimicrobial_peptide_OS=Trachypithecus_cristatus_OX=122765_GN=CAMP_PE=3_SV=1	GO:0001530|GO:0005576|GO:0005615|GO:0006952|GO:0045087|GO:0050829|GO:0050830|GO:0061844
DATABASE|sp|Q1KLX9|CAMP_NOMLE_Cathelicidin_antimicrobial_peptide_OS=Nomascus_leucogenys_OX=61853_GN=CAMP_PE=3_SV=1	GO:0001530|GO:0005576|GO:0005615|GO:0006952|GO:0045087|GO:0050829|GO:0050830|GO:0061844
DATABASE|sp|Q1KLY0|CAMP_NOMCO_Cathelicidin_antimicrobial_peptide_OS=Nomascus_concolor_OX=29089_GN=CAMP_PE=3_SV=1	GO:0001530|GO:0005576|GO:0005615|GO:0006952|GO:0045087|GO:0050829|GO:0050830|GO:0061844
DATABASE|sp|Q1KLY2|CAMP_NOMGA_Cathelicidin_antimicrobial_peptide_OS=Nomascus_gabriellae_OX=61852_GN=CAMP_PE=3_SV=1	GO:0001530|GO:0005576|GO:0005615|GO:0006952|GO:0045087|GO:0050829|GO:0050830|GO:0061844
DATABASE|sp|Q1KLY3|CAMP_GORGO_Cathelicidin_antimicrobial_peptide_OS=Gorilla_gorilla_gorilla_OX=9595_GN=CAMP_PE=1_SV=1	GO:0001530|GO:0005576|GO:0005615|GO:0006952|GO:0045087|GO:0050829|GO:0050830|GO:0061844
DATABASE|sp|Q1KLY5|CAMP_CEBCA_Cathelicidin_antimicrobial_peptide_OS=Cebus_capucinus_OX=9516_GN=CAMP_PE=3_SV=1	GO:0001530|GO:0005576|GO:0005615|GO:0006952|GO:0045087|GO:0050829|GO:0050830|GO:0061844
DATABASE|sp|Q1KLY6|CAMP_CHLAE_Cathelicidin_antimicrobial_peptide_OS=Chlorocebus_aethiops_OX=9534_GN=CAMP_PE=3_SV=1	GO:0001530|GO:0005576|GO:0005615|GO:0006952|GO:0045087|GO:0050829|GO:0050830|GO:0061844
DATABASE|sp|Q1KLY7|CAMP_ATEFU_Cathelicidin_antimicrobial_peptide_OS=Ateles_fusciceps_OX=9508_GN=CAMP_PE=3_SV=1	GO:0001530|GO:0005576|GO:0005615|GO:0006952|GO:0045087|GO:0050829|GO:0050830|GO:0061844
DATABASE|sp|Q1KLY8|CAMP_ATEFR_Cathelicidin_antimicrobial_peptide_OS=Ateles_fusciceps_robustus_OX=183327_GN=CAMP_PE=3_SV=1	GO:0001530|GO:0005576|GO:0005615|GO:0006952|GO:0045087|GO:0050829|GO:0050830|GO:0061844
DATABASE|sp|Q1PHZ4|VM3B1_BOTJR_Zinc_metalloproteinase-disintegrin-like_BjussuMP-1_(Fragment)_OS=Bothrops_jararacussu_OX=8726_PE=1_SV=1	GO:0004222|GO:0005886|GO:0006508
DATABASE|sp|Q20967|LYS5_CAEEL_Lysozyme-like_protein_5_OS=Caenorhabditis_elegans_OX=6239_GN=lys-5_PE=2_SV=1	GO:0003796|GO:0007165|GO:0009253|GO:0016998|GO:0045087
DATABASE|sp|Q20A05|DEFH2_MAGGI_Hemocyte_defensin_Cg-Defh2_(Fragment)_OS=Magallana_gigas_OX=29159_PE=2_SV=1	GO:0006952
DATABASE|sp|Q20A06|DEFH1_MAGGI_Hemocyte_defensin_Cg-Defh1_(Fragment)_OS=Magallana_gigas_OX=29159_PE=2_SV=1	GO:0006952
DATABASE|sp|Q24395|MTK_DROME_Metchnikowin_OS=Drosophila_melanogaster_OX=7227_GN=Mtk_PE=1_SV=1	GO:0019731|GO:0019732
