rep	cluster_size	sources_rep	sources_members	members	has_DATABASE	has_PRED
PRED|XP_014617493.1	1	PRED	PRED	PRED|XP_014617493.1	False	True
PRED|XP_014619187.2	79	PRED	DATABASE;PRED	PRED|XP_014619187.2;DATABASE|AP00918;PRED|XP_004150110.1;PRED|NP_173391.2;DATABASE|sp|P82787|DEF19_ARATH_Defensin-like_protein_19_OS=Arabidopsis_thaliana_OX=3702_GN=PDF1.4_PE=3_SV=2;PRED|NP_565119.1;DATABASE|CAMPSQ2567_Antifungalpeptide2;DATABASE|sp|O24332|DEF3_RAPSA_Defensin-like_protein_3_OS=Raphanus_sativus_OX=3726_GN=AFP3_PE=3_SV=1;DATABASE|Training_Seq866;PRED|NP_180171.1;DATABASE|Training_Seq816;PRED|NP_180172.1;DATABASE|Training_Seq869;DATABASE|CAMPSQ1034_RaphanusSativusAntifungalProtein2;DATABASE|Training_Seq870;DATABASE|CAMPSQ912_Cysteine-richantifungalprotein1;DATABASE|sp|O80994|DEF15_ARATH_Putative_defensin-like_protein_15_OS=Arabidopsis_thaliana_OX=3702_GN=PDF1.2B_PE=3_SV=1;DATABASE|CAMPSQ3969_Cysteine-richantifungalprotein1;DATABASE|CAMPSQ918_Cysteine-richantifungalprotein2;DATABASE|Training_Seq2773;DATABASE|sp|O80995|DEF14_ARATH_Defensin-like_protein_14_OS=Arabidopsis_thaliana_OX=3702_GN=PDF1.3_PE=2_SV=1;PRED|NP_199255.1;DATABASE|CAMPSQ1129_Low-molecularcysteine-richantifungalproteinLCR77cysteine-richantifungalproteinAt2g26020;PRED|NP_199256.1;DATABASE|CAMPSQ1655_Probablecysteine-richantifungalprotein;DATABASE|Training_Seq876;DATABASE|Training_Seq877;DATABASE|DBAASPR_1926_Defensin-like_protein_/_2_Rs-AFP2;DATABASE|Training_Seq878;DATABASE|DBAASPR_1935_Defensin-like_protein_1_/_Rs-AFP1;DATABASE|Training_Seq620;DATABASE|Training_Seq879;DATABASE|DBAASPR_1950_Defensin-like_protein_2A/Sa-AFP2;DATABASE|sp|Q9FI23|DEF16_ARATH_Defensin-like_protein_16_OS=Arabidopsis_thaliana_OX=3702_GN=PDF1.2A_PE=1_SV=1;DATABASE|AP01684;DATABASE|DBAASPR_1951_Defensin-like_protein_13/At-AFP1;DATABASE|AP00286;DATABASE|AP01685;DATABASE|AP01816;DATABASE|DBAASPR_1965_Defensin-like_protein_4;DATABASE|AP00287;DATABASE|AP01817;DATABASE|CAMPSQ920_Cysteine-richantifungalprotein2;DATABASE|sp|P30230|DEF2_RAPSA_Defensin-like_protein_2_OS=Raphanus_sativus_OX=3726_GN=AFP2_PE=1_SV=4;DATABASE|sp|P69241|DEF1_RAPSA_Defensin-like_protein_1_OS=Raphanus_sativus_OX=3726_GN=AFP1_PE=1_SV=1;DATABASE|AP01687;DATABASE|AP01818;DATABASE|CAMPSQ463_Cysteine-richantifungalprotein1;DATABASE|CAMPSQ2568_Antifungalpeptide3;DATABASE|Training_Seq1589;DATABASE|AP01688;DATABASE|AP01819;DATABASE|CAMPSQ464_Cysteine-richantifungalprotein2;DATABASE|CAMPSQ2569_Antifungalpeptide1;DATABASE|AP01690;DATABASE|AP01691;DATABASE|AP02522;DATABASE|AP01692;DATABASE|AP01693;DATABASE|sp|P30224|DEF13_ARATH_Defensin-like_protein_13_OS=Arabidopsis_thaliana_OX=3702_GN=PDF1.1_PE=1_SV=3;DATABASE|AP01694;DATABASE|Training_Seq856;DATABASE|Training_Seq2514;DATABASE|Training_Seq2516;DATABASE|CAMPSQ2566_Antifungalpeptide4;DATABASE|Training_Seq740;DATABASE|Training_Seq2519;DATABASE|Training_Seq865;DATABASE|Training_Seq2391;DATABASE|AP01508;DATABASE|AP02771;PRED|XP_015170870.1;PRED|XP_015170871.1;PRED|XP_015170881.1;PRED|XP_015170883.1;PRED|XP_015170884.1;PRED|XP_015170885.1;PRED|XP_015170886.1;PRED|XP_015170887.1	True	True
PRED|XP_014620190.2	1	PRED	PRED	PRED|XP_014620190.2	False	True
PRED|XP_014621723.1	1	PRED	PRED	PRED|XP_014621723.1	False	True
PRED|XP_014621944.1	50	PRED	PRED	PRED|XP_014621944.1;PRED|XP_025981037.1;PRED|XP_025981038.1;PRED|XP_025981040.1;PRED|XP_014621945.1;PRED|XP_014621946.1;PRED|XP_025981044.1;PRED|XP_014621947.1;PRED|XP_014621950.1;PRED|XP_014621951.1;PRED|XP_014621953.1;PRED|XP_025981050.1;PRED|XP_014621954.1;PRED|XP_014621956.1;PRED|XP_014621957.1;PRED|XP_014621960.1;PRED|XP_025981022.1;PRED|XP_025981023.1;PRED|XP_025981056.1;PRED|XP_025981025.1;PRED|XP_025981026.1;PRED|XP_025981027.1;PRED|XP_025981028.1;PRED|XP_025981029.1;PRED|XP_025981032.1;PRED|XP_025981033.1;PRED|XP_025981039.1;PRED|XP_025981051.1;PRED|XP_025981041.1;PRED|XP_025981042.1;PRED|XP_025981043.1;PRED|XP_025981045.1;PRED|XP_014621948.1;PRED|XP_014621949.1;PRED|XP_025981047.1;PRED|XP_040864690.1;PRED|XP_025981052.1;PRED|XP_025981053.1;PRED|XP_025981054.1;PRED|XP_025981024.1;PRED|XP_025981046.1;PRED|XP_025981048.1;PRED|XP_025981049.1;PRED|XP_025981055.1;PRED|XP_025981031.1;PRED|XP_025981035.1;PRED|XP_025981036.1;PRED|NP_001235439.2;PRED|XP_025981030.1;PRED|XP_025981034.1	False	True
PRED|XP_014622141.1	1	PRED	PRED	PRED|XP_014622141.1	False	True
PRED|XP_014622352.1	1	PRED	PRED	PRED|XP_014622352.1	False	True
PRED|XP_014622355.1	1	PRED	PRED	PRED|XP_014622355.1	False	True
PRED|XP_014623367.1	1	PRED	PRED	PRED|XP_014623367.1	False	True
PRED|XP_014623653.1	1	PRED	PRED	PRED|XP_014623653.1	False	True
PRED|XP_014624160.1	1	PRED	PRED	PRED|XP_014624160.1	False	True
PRED|XP_014625184.1	2	PRED	PRED	PRED|XP_014625184.1;PRED|XP_006586933.1	False	True
PRED|XP_014626202.2	1	PRED	PRED	PRED|XP_014626202.2	False	True
PRED|XP_014626235.1	1	PRED	PRED	PRED|XP_014626235.1	False	True
PRED|XP_014626456.1	2	PRED	PRED	PRED|XP_014626456.1;PRED|XP_040868208.1	False	True
PRED|XP_014626719.1	8	PRED	PRED	PRED|XP_014626719.1;PRED|XP_035822878.1;PRED|XP_035822879.1;PRED|XP_025875890.1;PRED|XP_010232880.1;PRED|NP_001119059.1;PRED|XP_020407205.1;PRED|NP_001318123.1	False	True
PRED|XP_014627171.1	2	PRED	PRED	PRED|XP_014627171.1;PRED|XP_006580840.1	False	True
PRED|XP_014627965.1	1	PRED	PRED	PRED|XP_014627965.1	False	True
PRED|XP_014628252.1	1	PRED	PRED	PRED|XP_014628252.1	False	True
PRED|XP_014629713.1	1	PRED	PRED	PRED|XP_014629713.1	False	True
PRED|XP_014630805.1	1	PRED	PRED	PRED|XP_014630805.1	False	True
PRED|XP_014632052.1	1	PRED	PRED	PRED|XP_014632052.1	False	True
PRED|XP_014632590.2	1	PRED	PRED	PRED|XP_014632590.2	False	True
PRED|XP_014633354.1	1	PRED	PRED	PRED|XP_014633354.1	False	True
PRED|XP_014751471.1	2	PRED	PRED	PRED|XP_014751471.1;PRED|XP_024311709.1	False	True
PRED|XP_014752946.1	1	PRED	PRED	PRED|XP_014752946.1	False	True
PRED|XP_014754329.1	1	PRED	PRED	PRED|XP_014754329.1	False	True
PRED|XP_014755205.1	1	PRED	PRED	PRED|XP_014755205.1	False	True
PRED|XP_014755541.1	1	PRED	PRED	PRED|XP_014755541.1	False	True
PRED|XP_014758317.1	1	PRED	PRED	PRED|XP_014758317.1	False	True
PRED|XP_014768018.2	20	PRED	DATABASE;PRED	PRED|XP_014768018.2;DATABASE|Training_Seq1189;DATABASE|sp|P0DQQ0|PA2B3_BOTBZ_Basic_phospholipase_A2_BbTX-III_OS=Bothrops_brazili_OX=157546_PE=1_SV=1;DATABASE|Training_Seq1125;DATABASE|sp|P0DQP9|PA2B1_BOTBZ_Basic_phospholipase_A2_myotoxin-I_(Fragment)_OS=Bothrops_brazili_OX=157546_PE=1_SV=1;PRED|XP_014780847.1;PRED|XP_014780862.1;PRED|XP_014780871.1;PRED|XP_052834342.1;PRED|XP_014780878.1;PRED|NP_001347804.1;PRED|XP_780128.1;PRED|XP_030852711.1;PRED|XP_801926.1;PRED|NP_001033458.1;PRED|NP_001171686.2;PRED|XP_046783282.1;DATABASE|sp|P14422|PA2GA_RABIT_Phospholipase_A2_membrane_associated_(Fragment)_OS=Oryctolagus_cuniculus_OX=9986_GN=PLA2G2A_PE=1_SV=2;DATABASE|sp|Q56JZ2|PA2GA_BOVIN_Phospholipase_A2_membrane_associated_OS=Bos_taurus_OX=9913_GN=PLA2G2A_PE=2_SV=1;PRED|XP_048582281.1	True	True
PRED|XP_014768200.1	5	PRED	PRED	PRED|XP_014768200.1;PRED|XP_009055999.1;PRED|XP_005090647.1;PRED|XP_005090648.1;PRED|XP_005090649.1	False	True
PRED|XP_014768342.1	1	PRED	PRED	PRED|XP_014768342.1	False	True
PRED|XP_014768345.1	1	PRED	PRED	PRED|XP_014768345.1	False	True
PRED|XP_014768611.1	1	PRED	PRED	PRED|XP_014768611.1	False	True
PRED|XP_014768658.1	2	PRED	PRED	PRED|XP_014768658.1;PRED|XP_052825450.1	False	True
PRED|XP_014769071.1	1	PRED	PRED	PRED|XP_014769071.1	False	True
PRED|XP_014769506.1	4	PRED	PRED	PRED|XP_014769506.1;PRED|XP_014769507.1;PRED|XP_014769508.1;PRED|XP_014769509.1	False	True
PRED|XP_014769559.1	1	PRED	PRED	PRED|XP_014769559.1	False	True
PRED|XP_014769897.1	1	PRED	PRED	PRED|XP_014769897.1	False	True
PRED|XP_014770000.1	4	PRED	PRED	PRED|XP_014770000.1;PRED|XP_014770005.1;PRED|XP_012937762.1;PRED|XP_012937763.1	False	True
PRED|XP_014770093.1	1	PRED	PRED	PRED|XP_014770093.1	False	True
PRED|XP_014771336.1	1	PRED	PRED	PRED|XP_014771336.1	False	True
PRED|XP_014771606.1	2	PRED	PRED	PRED|XP_014771606.1;PRED|XP_014771607.1	False	True
PRED|XP_014771687.1	1	PRED	PRED	PRED|XP_014771687.1	False	True
PRED|XP_014771779.1	2	PRED	PRED	PRED|XP_014771779.1;PRED|XP_052832543.1	False	True
PRED|XP_014772107.1	1	PRED	PRED	PRED|XP_014772107.1	False	True
PRED|XP_014772383.1	1	PRED	PRED	PRED|XP_014772383.1	False	True
PRED|XP_014772604.1	1	PRED	PRED	PRED|XP_014772604.1	False	True
PRED|XP_014772792.1	2	PRED	PRED	PRED|XP_014772792.1;PRED|XP_014772793.1	False	True
PRED|XP_014773704.1	2	PRED	PRED	PRED|XP_014773704.1;PRED|XP_014773714.1	False	True
PRED|XP_014774258.1	1	PRED	PRED	PRED|XP_014774258.1	False	True
PRED|XP_014774934.1	1	PRED	PRED	PRED|XP_014774934.1	False	True
PRED|XP_014775462.1	1	PRED	PRED	PRED|XP_014775462.1	False	True
PRED|XP_014775617.1	1	PRED	PRED	PRED|XP_014775617.1	False	True
PRED|XP_014776166.2	1	PRED	PRED	PRED|XP_014776166.2	False	True
PRED|XP_014776566.1	2	PRED	PRED	PRED|XP_014776566.1;PRED|XP_052824889.1	False	True
PRED|XP_014777014.1	1	PRED	PRED	PRED|XP_014777014.1	False	True
PRED|XP_014777501.1	1	PRED	PRED	PRED|XP_014777501.1	False	True
PRED|XP_014777662.1	1	PRED	PRED	PRED|XP_014777662.1	False	True
PRED|XP_014777690.1	2	PRED	PRED	PRED|XP_014777690.1;PRED|XP_011455630.3	False	True
PRED|XP_014777707.1	1	PRED	PRED	PRED|XP_014777707.1	False	True
PRED|XP_014777760.1	1	PRED	PRED	PRED|XP_014777760.1	False	True
PRED|XP_014777861.1	1	PRED	PRED	PRED|XP_014777861.1	False	True
PRED|XP_014777911.1	1	PRED	PRED	PRED|XP_014777911.1	False	True
PRED|XP_014778062.1	1	PRED	PRED	PRED|XP_014778062.1	False	True
PRED|XP_014778127.1	2	PRED	PRED	PRED|XP_014778127.1;PRED|XP_014778128.1	False	True
PRED|XP_014778336.1	1	PRED	PRED	PRED|XP_014778336.1	False	True
PRED|XP_014778601.1	1	PRED	PRED	PRED|XP_014778601.1	False	True
PRED|XP_014778894.1	2	PRED	PRED	PRED|XP_014778894.1;PRED|XP_009044223.1	False	True
PRED|XP_014779120.1	1	PRED	PRED	PRED|XP_014779120.1	False	True
PRED|XP_014779422.1	2	PRED	PRED	PRED|XP_014779422.1;PRED|XP_014779420.1	False	True
PRED|XP_014779526.2	1	PRED	PRED	PRED|XP_014779526.2	False	True
PRED|XP_014780059.2	1	PRED	PRED	PRED|XP_014780059.2	False	True
PRED|XP_014780077.1	4	PRED	PRED	PRED|XP_014780077.1;PRED|XP_012945991.1;PRED|XP_005106034.1;PRED|XP_012942236.1	False	True
PRED|XP_014780936.1	1	PRED	PRED	PRED|XP_014780936.1	False	True
PRED|XP_014781095.1	1	PRED	PRED	PRED|XP_014781095.1	False	True
PRED|XP_014781218.2	1	PRED	PRED	PRED|XP_014781218.2	False	True
PRED|XP_014781295.1	1	PRED	PRED	PRED|XP_014781295.1	False	True
PRED|XP_014781609.1	1	PRED	PRED	PRED|XP_014781609.1	False	True
PRED|XP_014782377.1	1	PRED	PRED	PRED|XP_014782377.1	False	True
PRED|XP_014783235.1	1	PRED	PRED	PRED|XP_014783235.1	False	True
PRED|XP_014783484.1	1	PRED	PRED	PRED|XP_014783484.1	False	True
PRED|XP_014783690.1	1	PRED	PRED	PRED|XP_014783690.1	False	True
PRED|XP_014783725.1	19	PRED	PRED	PRED|XP_014783725.1;PRED|XP_014783726.1;PRED|XP_014783728.1;PRED|XP_014783729.1;PRED|XP_014783730.1;PRED|XP_014783731.1;PRED|XP_011451001.3;PRED|XP_065945128.1;PRED|XP_009054726.1;PRED|XP_065941091.1;PRED|XP_065941687.1;PRED|XP_065933210.1;PRED|XP_034321960.2;PRED|XP_065938529.1;PRED|XP_065929554.1;PRED|NP_001339481.1;PRED|NP_001339482.1;PRED|NP_001339483.1;PRED|XP_009046016.1	False	True
PRED|XP_014784019.1	1	PRED	PRED	PRED|XP_014784019.1	False	True
PRED|XP_014784590.1	1	PRED	PRED	PRED|XP_014784590.1	False	True
PRED|XP_014784852.1	1	PRED	PRED	PRED|XP_014784852.1	False	True
PRED|XP_014785430.2	6	PRED	PRED	PRED|XP_014785430.2;PRED|XP_014790943.1;PRED|XP_014785634.2;PRED|XP_009044658.1;PRED|XP_009049369.1;PRED|XP_009055590.1	False	True
PRED|XP_014785640.1	1	PRED	PRED	PRED|XP_014785640.1	False	True
PRED|XP_014786431.1	1	PRED	PRED	PRED|XP_014786431.1	False	True
PRED|XP_014786501.2	1	PRED	PRED	PRED|XP_014786501.2	False	True
PRED|XP_014786674.1	9	PRED	PRED	PRED|XP_014786674.1;PRED|XP_030856142.1;PRED|XP_971638.1;PRED|XP_030856094.1;PRED|NP_477445.1;PRED|XP_048579971.1;PRED|XP_048579977.1;PRED|XP_002127331.1;PRED|XP_002935290.1	False	True
PRED|XP_014788140.1	1	PRED	PRED	PRED|XP_014788140.1	False	True
PRED|XP_014788744.1	1	PRED	PRED	PRED|XP_014788744.1	False	True
PRED|XP_014789102.1	2	PRED	PRED	PRED|XP_014789102.1;PRED|XP_014789103.1	False	True
PRED|XP_014789263.1	1	PRED	PRED	PRED|XP_014789263.1	False	True
PRED|XP_014789271.1	1	PRED	PRED	PRED|XP_014789271.1	False	True
PRED|XP_014789285.1	1	PRED	PRED	PRED|XP_014789285.1	False	True
PRED|XP_014790645.1	2	PRED	PRED	PRED|XP_014790645.1;PRED|XP_014790644.1	False	True
PRED|XP_014791054.1	2	PRED	PRED	PRED|XP_014791054.1;PRED|XP_014791055.1	False	True
PRED|XP_015158437.1	1	PRED	PRED	PRED|XP_015158437.1	False	True
PRED|XP_015159236.1	2	PRED	PRED	PRED|XP_015159236.1;PRED|XP_006364043.1	False	True
PRED|XP_015159469.1	21	PRED	PRED	PRED|XP_015159469.1;PRED|XP_014627780.2;PRED|XP_002301827.1;PRED|XP_052306178.1;PRED|XP_006360367.1;PRED|XP_006349974.1;PRED|XP_002263540.1;PRED|XP_002263833.1;PRED|XP_010652461.1;PRED|NP_194631.1;PRED|NP_001154273.1;PRED|XP_010650249.1;PRED|XP_003554318.1;PRED|XP_017970529.1;PRED|XP_017975970.1;PRED|XP_002301826.2;PRED|XP_003625486.1;PRED|XP_006385915.1;PRED|XP_006350298.1;PRED|XP_015165466.1;PRED|XP_015165467.1	False	True
PRED|XP_015159488.1	16	PRED	PRED	PRED|XP_015159488.1;PRED|XP_015159489.1;PRED|XP_015159487.1;PRED|XP_006364607.2;PRED|XP_015161134.1;PRED|XP_003575652.3;PRED|XP_010238990.1;PRED|XP_003575658.2;PRED|XP_010237391.1;PRED|NP_001389264.1;PRED|XP_010238989.1;PRED|XP_003575656.1;PRED|XP_010237389.1;PRED|XP_010237390.1;PRED|XP_010237388.1;PRED|XP_003575659.3	False	True
PRED|XP_015160299.1	3	PRED	PRED	PRED|XP_015160299.1;PRED|XP_006366267.1;PRED|XP_024545061.1	False	True
PRED|XP_015160433.1	2	PRED	PRED	PRED|XP_015160433.1;PRED|NP_495049.2	False	True
PRED|XP_015160477.1	5	PRED	PRED	PRED|XP_015160477.1;PRED|XP_006366668.1;PRED|XP_004140523.2;PRED|XP_004146471.1;PRED|XP_004140522.1	False	True
PRED|XP_015160684.1	1	PRED	PRED	PRED|XP_015160684.1	False	True
PRED|XP_015161018.1	1	PRED	PRED	PRED|XP_015161018.1	False	True
PRED|XP_015161288.1	1	PRED	PRED	PRED|XP_015161288.1	False	True
PRED|XP_015161842.1	1	PRED	PRED	PRED|XP_015161842.1	False	True
PRED|XP_015161870.1	1	PRED	PRED	PRED|XP_015161870.1	False	True
PRED|XP_015162190.1	1	PRED	PRED	PRED|XP_015162190.1	False	True
PRED|XP_015162397.1	8	PRED	PRED	PRED|XP_015162397.1;PRED|XP_015162398.1;PRED|XP_015162399.1;PRED|XP_015162401.1;PRED|XP_040865863.1;PRED|XP_003543032.1;PRED|XP_013453726.1;PRED|XP_013453727.1	False	True
PRED|XP_015162548.1	1	PRED	PRED	PRED|XP_015162548.1	False	True
PRED|XP_015162848.1	1	PRED	PRED	PRED|XP_015162848.1	False	True
PRED|XP_015163590.1	2	PRED	PRED	PRED|XP_015163590.1;PRED|XP_031737995.1	False	True
PRED|XP_015163949.1	4	PRED	PRED	PRED|XP_015163949.1;PRED|XP_006346810.1;PRED|XP_003594241.1;PRED|XP_024313546.1	False	True
PRED|XP_015164368.1	1	PRED	PRED	PRED|XP_015164368.1	False	True
PRED|XP_015164606.1	3	PRED	PRED	PRED|XP_015164606.1;PRED|XP_015164605.1;PRED|XP_006348397.1	False	True
PRED|XP_015164838.1	1	PRED	PRED	PRED|XP_015164838.1	False	True
PRED|XP_015164913.1	1	PRED	PRED	PRED|XP_015164913.1	False	True
PRED|XP_015165064.1	1	PRED	PRED	PRED|XP_015165064.1	False	True
PRED|XP_015165221.1	2	PRED	PRED	PRED|XP_015165221.1;PRED|XP_015165220.1	False	True
PRED|XP_015165299.1	1	PRED	PRED	PRED|XP_015165299.1	False	True
PRED|XP_015165320.1	1	PRED	PRED	PRED|XP_015165320.1	False	True
PRED|XP_015165354.1	2	PRED	PRED	PRED|XP_015165354.1;PRED|XP_015165355.1	False	True
PRED|XP_015165494.1	1	PRED	PRED	PRED|XP_015165494.1	False	True
PRED|XP_015165741.1	4	PRED	PRED	PRED|XP_015165741.1;PRED|XP_021315757.1;PRED|XP_021319737.1;PRED|XP_024311269.1	False	True
PRED|XP_015165966.1	20	PRED	DATABASE;PRED	PRED|XP_015165966.1;PRED|XP_006351572.1;PRED|NP_001274922.2;PRED|XP_006357816.1;PRED|XP_015158593.1;PRED|XP_006368124.1;PRED|XP_006362671.1;PRED|XP_015166013.1;PRED|XP_006350326.1;DATABASE|Training_Seq3409;DATABASE|AP03927;DATABASE|CAMPSQ14219_CcG2-PinII;DATABASE|AP02342;DATABASE|CAMPSQ12196_PT-1;PRED|NP_001275257.1;DATABASE|Training_Seq2774;DATABASE|AP02523;PRED|XP_006361318.1;PRED|XP_006357533.1;PRED|XP_015632318.1	True	True
PRED|XP_015166440.1	1	PRED	PRED	PRED|XP_015166440.1	False	True
PRED|XP_015166494.1	1	PRED	PRED	PRED|XP_015166494.1	False	True
PRED|XP_015166591.1	7	PRED	PRED	PRED|XP_015166591.1;PRED|XP_015166590.1;PRED|XP_006570182.1;PRED|XP_006570183.1;PRED|XP_011442142.3;PRED|XP_014617210.1;PRED|NP_181156.1	False	True
PRED|XP_015167251.1	1	PRED	PRED	PRED|XP_015167251.1	False	True
PRED|XP_015167339.1	110	PRED	PRED	PRED|XP_015167339.1;PRED|XP_028952393.1;PRED|XP_039686359.1;PRED|XP_024317705.1;PRED|XP_066168700.1;PRED|XP_039688657.1;PRED|XP_017975743.1;PRED|XP_059597273.1;PRED|XP_059597274.1;PRED|XP_052307876.1;PRED|XP_070667282.1;PRED|XP_070667283.1;PRED|NP_001325866.1;PRED|XP_070667284.1;PRED|NP_001325867.1;PRED|XP_059593888.1;PRED|NP_001325868.1;PRED|XP_003605950.2;PRED|XP_052310878.1;PRED|XP_052310879.1;PRED|XP_052312717.1;PRED|XP_052310880.1;PRED|XP_052312718.1;PRED|XP_011652766.2;PRED|XP_052310881.1;PRED|XP_025981457.1;PRED|XP_052310882.1;PRED|NP_188987.1;PRED|XP_052310883.1;PRED|XP_008653133.1;PRED|XP_052310884.1;PRED|XP_017181321.2;PRED|XP_070675909.1;PRED|XP_052310885.1;PRED|XP_017974310.1;PRED|XP_070675910.1;PRED|XP_052310886.1;PRED|XP_040863469.1;PRED|XP_052310887.1;PRED|XP_052310888.1;PRED|XP_031737441.1;PRED|XP_052310889.1;PRED|XP_014624991.2;PRED|XP_052310890.1;PRED|XP_070665763.1;PRED|XP_003603591.1;PRED|XP_052311205.1;PRED|XP_052311206.1;PRED|XP_021309080.1;PRED|XP_052311207.1;PRED|XP_052311208.1;PRED|XP_052311209.1;PRED|XP_052311210.1;PRED|XP_052311211.1;PRED|XP_052311212.1;PRED|XP_028947548.1;PRED|XP_039683957.1;PRED|XP_021308668.1;PRED|XP_052307869.1;PRED|XP_052307870.1;PRED|XP_052307871.1;PRED|XP_052307873.1;PRED|XP_052307879.1;PRED|XP_052307883.1;PRED|XP_052307885.1;PRED|XP_052307887.1;PRED|XP_052307890.1;PRED|XP_052307895.1;PRED|XP_052307911.1;PRED|XP_052307913.1;PRED|XP_052307915.1;PRED|XP_052307918.1;PRED|XP_052307920.1;PRED|XP_052307922.1;PRED|XP_059593043.1;PRED|XP_008653508.1;PRED|XP_052307924.1;PRED|XP_021308569.1;PRED|XP_025883012.1;PRED|XP_024437748.1;PRED|XP_024437755.1;PRED|XP_021309264.1;PRED|XP_013459815.2;PRED|XP_015165229.1;PRED|XP_021309265.1;PRED|XP_040870796.1;PRED|XP_011650511.1;PRED|XP_008385867.1;PRED|XP_052307875.1;PRED|XP_039684472.1;PRED|XP_039684476.1;PRED|XP_003553069.1;PRED|XP_039684478.1;PRED|NP_001154547.1;PRED|NP_188682.1;PRED|XP_052307904.1;PRED|XP_052307906.1;PRED|XP_052307908.1;PRED|XP_030828991.1;PRED|XP_003530754.1;PRED|XP_017180352.3;PRED|XP_070675908.1;PRED|XP_975882.1;PRED|XP_052307916.1;PRED|XP_052307917.1;PRED|XP_010650270.3;PRED|XP_008655006.2;PRED|XP_015160435.1;PRED|XP_015160437.1;PRED|XP_015160436.1	False	True
PRED|XP_015167487.1	1	PRED	PRED	PRED|XP_015167487.1	False	True
PRED|XP_015168152.1	5	PRED	DATABASE;PRED	PRED|XP_015168152.1;DATABASE|Training_Seq591;DATABASE|sp|C0HM24|NLTP2_NIGSA_Non-specific_lipid-transfer_protein_2_(Fragment)_OS=Nigella_sativa_OX=555479_PE=1_SV=1;DATABASE|sp|C0HM80|NLTP3_NIGSA_Non-specific_lipid-transfer_protein_3_(Fragment)_OS=Nigella_sativa_OX=555479_PE=1_SV=1;DATABASE|CAMPSQ3919_Non-specificlipid-transferprotein1	True	True
PRED|XP_015168249.1	2	PRED	PRED	PRED|XP_015168249.1;PRED|NP_173036.1	False	True
PRED|XP_015168394.1	1	PRED	PRED	PRED|XP_015168394.1	False	True
PRED|XP_015168770.1	1	PRED	PRED	PRED|XP_015168770.1	False	True
PRED|XP_015169265.1	1	PRED	PRED	PRED|XP_015169265.1	False	True
PRED|XP_015169508.1	3	PRED	PRED	PRED|XP_015169508.1;PRED|XP_015169507.1;PRED|XP_015169509.1	False	True
PRED|XP_015169764.1	1	PRED	PRED	PRED|XP_015169764.1	False	True
PRED|XP_015169937.1	2	PRED	PRED	PRED|XP_015169937.1;PRED|XP_006359520.1	False	True
PRED|XP_015170258.1	1	PRED	PRED	PRED|XP_015170258.1	False	True
PRED|XP_015170354.1	1	PRED	PRED	PRED|XP_015170354.1	False	True
PRED|XP_015170419.1	5	PRED	PRED	PRED|XP_015170419.1;PRED|XP_015166160.1;PRED|XP_015164970.1;PRED|XP_015167300.1;PRED|XP_015163604.1	False	True
PRED|XP_015170784.1	1	PRED	PRED	PRED|XP_015170784.1	False	True
PRED|XP_015170894.1	1	PRED	PRED	PRED|XP_015170894.1	False	True
PRED|XP_015610840.1	1	PRED	PRED	PRED|XP_015610840.1	False	True
PRED|XP_015613770.1	1	PRED	PRED	PRED|XP_015613770.1	False	True
PRED|XP_015613921.1	1	PRED	PRED	PRED|XP_015613921.1	False	True
PRED|XP_015616511.1	3	PRED	PRED	PRED|XP_015616511.1;PRED|NP_001237332.1;PRED|XP_002446034.1	False	True
PRED|XP_015618508.3	3	PRED	PRED	PRED|XP_015618508.3;PRED|XP_015618512.3;PRED|XP_066162602.1	False	True
PRED|XP_015619440.1	1	PRED	PRED	PRED|XP_015619440.1	False	True
PRED|XP_015619601.1	2	PRED	PRED	PRED|XP_015619601.1;PRED|XP_008670477.1	False	True
PRED|XP_015621592.1	1	PRED	PRED	PRED|XP_015621592.1	False	True
PRED|XP_015623312.1	1	PRED	PRED	PRED|XP_015623312.1	False	True
PRED|XP_015623532.1	10	PRED	PRED	PRED|XP_015623532.1;PRED|XP_066165929.1;PRED|XP_011659762.1;PRED|XP_003521333.1;PRED|XP_007049870.1;PRED|XP_011659167.2;PRED|XP_002454557.1;PRED|NP_001168015.1;PRED|XP_010235780.1;PRED|XP_017981665.1	False	True
PRED|XP_015623863.1	4	PRED	PRED	PRED|XP_015623863.1;PRED|NP_001235677.2;PRED|NP_001238741.2;PRED|XP_004143237.1	False	True
PRED|XP_015624033.1	5	PRED	PRED	PRED|XP_015624033.1;PRED|NP_001144232.1;PRED|XP_002454740.1;PRED|NP_001310290.1;PRED|XP_006354326.1	False	True
PRED|XP_015624152.1	1	PRED	PRED	PRED|XP_015624152.1	False	True
PRED|XP_015624481.1	1	PRED	PRED	PRED|XP_015624481.1	False	True
PRED|XP_015624869.1	1	PRED	PRED	PRED|XP_015624869.1	False	True
PRED|XP_015624905.1	4	PRED	PRED	PRED|XP_015624905.1;PRED|NP_001408808.1;PRED|XP_002438973.2;PRED|NP_001143276.2	False	True
PRED|XP_015624937.1	6	PRED	PRED	PRED|XP_015624937.1;PRED|XP_015624939.1;PRED|XP_015624941.1;PRED|XP_015624945.1;PRED|XP_015625121.1;PRED|XP_015625122.1	False	True
PRED|XP_015625035.1	1	PRED	PRED	PRED|XP_015625035.1	False	True
PRED|XP_015627043.1	1	PRED	PRED	PRED|XP_015627043.1	False	True
