cluster_id	cluster_size	rep	sources	members	has_DATABASE	has_PRED
5228	1	PRED|XP_011656027.1	PRED	PRED|XP_011656027.1	False	True
5229	2	PRED|NP_001003481.1	PRED	PRED|NP_001003481.1;PRED|XP_073798094.1	False	True
523	2	PRED|XP_008393204.2	PRED	PRED|XP_008393204.2;PRED|XP_028947969.1	False	True
5230	4	PRED|XP_002663578.1	PRED	PRED|XP_002663578.1;PRED|XP_073770741.1;PRED|XP_073770742.1;PRED|XP_073770743.1	False	True
5231	1	PRED|XP_046461736.1	PRED	PRED|XP_046461736.1	False	True
5232	1	PRED|XP_644290.1	PRED	PRED|XP_644290.1	False	True
5233	2	PRED|NP_001188979.1	PRED	PRED|NP_001188979.1;PRED|NP_611448.2	False	True
5234	3	PRED|WP_000843568.1	PRED	PRED|WP_000843568.1;PRED|WP_002887909.1;PRED|WP_000843568.1	False	True
5235	2	PRED|WP_001264141.1	PRED	PRED|WP_001264141.1;PRED|WP_000648140.1	False	True
5236	1	PRED|XP_046769289.1	PRED	PRED|XP_046769289.1	False	True
5237	8	PRED|XP_003533731.1	DATABASE;PRED	PRED|XP_003533731.1;PRED|XP_013463149.1;DATABASE|sp|P82772|DF180_ARATH_Putative_defensin-like_protein_180_OS=Arabidopsis_thaliana_OX=3702_GN=LCR58_PE=3_SV=1;PRED|NP_001031979.1;DATABASE|sp|P82733|DF183_ARATH_Defensin-like_protein_183_OS=Arabidopsis_thaliana_OX=3702_GN=LCR19_PE=2_SV=1;PRED|NP_001031755.1;DATABASE|sp|P82789|DF181_ARATH_Defensin-like_protein_181_OS=Arabidopsis_thaliana_OX=3702_GN=PDF3.1_PE=2_SV=2;PRED|NP_198649.2	True	True
5238	1	PRED|XP_003535594.1	PRED	PRED|XP_003535594.1	False	True
5239	1	PRED|XP_006579029.1	PRED	PRED|XP_006579029.1	False	True
524	1	PRED|XP_075915318.1	PRED	PRED|XP_075915318.1	False	True
5240	4	PRED|NP_001258647.1	PRED	PRED|NP_001258647.1;PRED|NP_001258649.1;PRED|NP_066937.1;PRED|XP_006003843.1	False	True
5241	1	PRED|NP_009175.2	PRED	PRED|NP_009175.2	False	True
5242	1	PRED|XP_064417206.1	PRED	PRED|XP_064417206.1	False	True
5243	1	PRED|XP_009046820.1	PRED	PRED|XP_009046820.1	False	True
5244	1	PRED|XP_009053844.1	PRED	PRED|XP_009053844.1	False	True
5245	1	PRED|XP_009054727.1	PRED	PRED|XP_009054727.1	False	True
5246	2	PRED|XP_003608746.1	PRED	PRED|XP_003608746.1;PRED|XP_007039887.1	False	True
5247	3	PRED|XP_013454269.1	PRED	PRED|XP_013454269.1;PRED|XP_013460064.1;PRED|XP_003616825.1	False	True
5248	2	PRED|XP_013464301.1	PRED	PRED|XP_013464301.1;PRED|XP_003595173.1	False	True
5249	1	PRED|XP_024632053.1	PRED	PRED|XP_024632053.1	False	True
525	1	PRED|XP_002290584.1	PRED	PRED|XP_002290584.1	False	True
5250	2	PRED|XP_024633052.1	PRED	PRED|XP_024633052.1;PRED|XP_013465627.1	False	True
5251	1	PRED|XP_032220011.2	PRED	PRED|XP_032220011.2	False	True
5252	2	PRED|XP_032220351.1	PRED	PRED|XP_032220351.1;PRED|XP_032220352.1	False	True
5253	1	PRED|XP_032226045.1	PRED	PRED|XP_032226045.1	False	True
5254	1	PRED|XP_962687.2	PRED	PRED|XP_962687.2	False	True
5255	1	PRED|XP_052831628.1	PRED	PRED|XP_052831628.1	False	True
5256	6	PRED|XP_052831761.1	PRED	PRED|XP_052831761.1;PRED|XP_052831634.1;PRED|XP_052831762.1;PRED|XP_052831637.1;PRED|XP_052831640.1;PRED|XP_052831638.1	False	True
5257	2	PRED|XP_015642517.1	PRED	PRED|XP_015642517.1;PRED|XP_015642518.1	False	True
5258	1	PRED|XP_015647546.1	PRED	PRED|XP_015647546.1	False	True
5259	1	PRED|XP_066164500.1	PRED	PRED|XP_066164500.1	False	True
526	57	PRED|XP_393727.2	PRED	PRED|XP_393727.2;PRED|XP_014787085.1;PRED|XP_011600687.1;PRED|XP_017208791.2;PRED|NP_001290343.1;PRED|NP_001373751.1;PRED|XP_021329148.2;PRED|XP_021329154.1;PRED|XP_073792922.1;PRED|NP_001298111.2;PRED|NP_001356704.1;PRED|NP_071329.3;PRED|NP_036447.1;PRED|XP_040022266.1;PRED|XP_003227624.1;PRED|NP_990716.2;PRED|XP_040517598.1;PRED|XP_040517599.1;PRED|XP_040517603.1;PRED|XP_003227623.1;PRED|NP_571783.2;PRED|NP_002761.1;PRED|NP_001096130.1;PRED|NP_076196.1;PRED|NP_775150.1;PRED|NP_775423.1;PRED|XP_038963094.1;PRED|NP_001003405.1;PRED|NP_001034085.1;PRED|NP_033456.1;PRED|NP_035776.1;PRED|NP_001102096.1;PRED|NP_036861.1;PRED|XP_017448472.2;PRED|XP_011603869.2;PRED|XP_029695249.1;PRED|XP_029695250.1;PRED|XP_002128766.1;PRED|XP_002129039.1;PRED|NP_001034086.1;PRED|NP_001015792.1;PRED|XP_003969348.2;PRED|NP_001011199.1;PRED|NP_001011202.1;PRED|XP_004919987.1;PRED|XP_012810073.2;PRED|XP_012810074.1;PRED|XP_017945758.1;PRED|XP_017945762.1;PRED|XP_031760892.1;PRED|XP_031761514.1;PRED|XP_031761515.1;PRED|XP_031761516.1;PRED|XP_031761517.1;PRED|XP_040045358.1;PRED|XP_064425449.1;PRED|XP_009067356.1	False	True
5260	2	PRED|XP_024392741.1	PRED	PRED|XP_024392741.1;PRED|XP_001700194.1	False	True
5261	1	PRED|XP_001350627.1	PRED	PRED|XP_001350627.1	False	True
5262	1	PRED|WP_003114473.1	PRED	PRED|WP_003114473.1	False	True
5263	1	PRED|XP_008770013.1	PRED	PRED|XP_008770013.1	False	True
5264	1	PRED|XP_038936587.1	PRED	PRED|XP_038936587.1	False	True
5265	8	PRED|XP_002964594.2	PRED	PRED|XP_002964594.2;PRED|XP_001828370.1;PRED|XP_001728250.2;PRED|XP_042917734.1;PRED|XP_042917735.1;PRED|XP_002988801.2;PRED|NP_001040231.1;PRED|XP_062527296.1	False	True
5266	7	PRED|XP_002973233.1	PRED	PRED|XP_002973233.1;PRED|XP_002973237.1;PRED|XP_002976622.1;PRED|XP_002976633.1;PRED|XP_002976634.1;PRED|XP_002993645.1;PRED|XP_002993647.1	False	True
5267	1	PRED|XP_006342077.1	PRED	PRED|XP_006342077.1	False	True
5268	1	PRED|XP_006350061.1	PRED	PRED|XP_006350061.1	False	True
5269	3	PRED|XP_006356972.1	PRED	PRED|XP_006356972.1;PRED|XP_002319521.1;PRED|XP_002459740.1	False	True
527	1	PRED|XP_011669786.2	PRED	PRED|XP_011669786.2	False	True
5270	1	PRED|XP_002452363.2	PRED	PRED|XP_002452363.2	False	True
5271	1	PRED|XP_001007258.1	PRED	PRED|XP_001007258.1	False	True
5272	2	PRED|XP_001008997.1	PRED	PRED|XP_001008997.1;PRED|XP_001008995.1	False	True
5273	1	PRED|XP_001015909.1	PRED	PRED|XP_001015909.1	False	True
5274	1	PRED|XP_001811292.1	PRED	PRED|XP_001811292.1	False	True
5275	1	PRED|XP_803631.1	PRED	PRED|XP_803631.1	False	True
5276	1	PRED|XP_827335.1	PRED	PRED|XP_827335.1	False	True
5277	2	PRED|XP_059595693.1	PRED	PRED|XP_059595693.1;PRED|XP_019080147.1	False	True
5278	16	PRED|XP_008667269.1	PRED	PRED|XP_008667269.1;PRED|XP_002446660.1;PRED|NP_001344788.1;PRED|XP_003566315.1;PRED|XP_066160100.1;PRED|XP_066160102.1;PRED|XP_066160105.1;PRED|XP_002443816.1;PRED|XP_004146007.1;PRED|XP_008366524.1;PRED|XP_017980412.1;PRED|XP_002285661.1;PRED|XP_003543175.1;PRED|XP_003546744.1;PRED|XP_013464448.2;PRED|XP_006360028.1	False	True
5279	1	DATABASE|AP03458	DATABASE	DATABASE|AP03458	True	False
528	1	PRED|XP_032219595.2	PRED	PRED|XP_032219595.2	False	True
5280	1	DATABASE|CAMPSQ3840_Acanthoscurrin1	DATABASE	DATABASE|CAMPSQ3840_Acanthoscurrin1	True	False
5281	19	DATABASE|Training_Seq296	DATABASE	DATABASE|Training_Seq296;DATABASE|Training_Seq2870;DATABASE|Training_Seq2673;DATABASE|Training_Seq2578;DATABASE|Training_Seq2576;DATABASE|Training_Seq2579;DATABASE|Training_Seq2868;DATABASE|sp|G1CWH0|CYC1_CLITE_Cliotide_T1_(Fragment)_OS=Clitoria_ternatea_OX=43366_PE=1_SV=2;DATABASE|Training_Seq2869;DATABASE|Training_Seq295;DATABASE|Training_Seq2577;DATABASE|Training_Seq297;DATABASE|AP00730;DATABASE|AP01775;DATABASE|AP02328;DATABASE|AP02686;DATABASE|AP02687;DATABASE|AP04323;DATABASE|DBAASPR_9054_Cliotide_T19	True	False
5282	12	DATABASE|Training_Seq408	DATABASE	DATABASE|Training_Seq408;DATABASE|Training_Seq409;DATABASE|Training_Seq3233;DATABASE|sp|Q53I06|DEFPL_PSENR_Fungal_defensin_plectasin_OS=Pseudoplectania_nigrella_OX=96584_GN=DEF_PE=1_SV=1;DATABASE|Training_Seq407;DATABASE|AP00549;DATABASE|AP03346;DATABASE|CAMPSQ11701_NZX;DATABASE|CAMPSQ20351_SimilartoPlectasinaccnoQ53I06PoDefensin-likepeptide;DATABASE|CAMPSQ20352_SimilartoPlectasinaccnoQ53I06PoDefensin-likepeptide;DATABASE|CAMPSQ20353_SimilartoPlectasinaccnoQ53I06PoDefensin-likepeptide;DATABASE|Training_Seq3427	True	False
5283	1	DATABASE|Training_Seq604	DATABASE	DATABASE|Training_Seq604	True	False
5284	18	DATABASE|Training_Seq3465	DATABASE	DATABASE|Training_Seq3465;DATABASE|Training_Seq3464;DATABASE|Training_Seq387;DATABASE|Training_Seq2095;DATABASE|Training_Seq2094;DATABASE|Training_Seq2108;DATABASE|Training_Seq3462;DATABASE|Training_Seq188;DATABASE|Training_Seq2164;DATABASE|Training_Seq2157;DATABASE|Training_Seq2158;DATABASE|Training_Seq2128;DATABASE|Training_Seq2090;DATABASE|Training_Seq2125;DATABASE|Training_Seq2120;DATABASE|Training_Seq2091;DATABASE|AP01065;DATABASE|AP04324	True	False
5285	1	DATABASE|sp|Q7M429|CYTL_TACTR_L-cystatin_OS=Tachypleus_tridentatus_OX=6853_PE=1_SV=1	DATABASE	DATABASE|sp|Q7M429|CYTL_TACTR_L-cystatin_OS=Tachypleus_tridentatus_OX=6853_PE=1_SV=1	True	False
5286	1	DATABASE|sp|Q45KX2|CUBT_TRIIF_Triatox_OS=Triatoma_infestans_OX=30076_PE=1_SV=2	DATABASE	DATABASE|sp|Q45KX2|CUBT_TRIIF_Triatox_OS=Triatoma_infestans_OX=30076_PE=1_SV=2	True	False
5287	2	PRED|XP_062818248.1	PRED	PRED|XP_062818248.1;PRED|XP_062818249.1	False	True
5288	1	PRED|XP_061504746.1	PRED	PRED|XP_061504746.1	False	True
5289	1	PRED|XP_061513859.1	PRED	PRED|XP_061513859.1	False	True
529	8	DATABASE|Training_Seq3079	DATABASE;PRED	DATABASE|Training_Seq3079;DATABASE|Training_Seq401;DATABASE|Training_Seq574;DATABASE|Training_Seq318;PRED|XP_008116756.2;DATABASE|Training_Seq3294;DATABASE|Training_Seq3295;DATABASE|AP03079	True	True
5290	1	PRED|XP_003249931.1	PRED	PRED|XP_003249931.1	False	True
5291	1	PRED|NP_001031331.1	PRED	PRED|NP_001031331.1	False	True
5292	3	PRED|XP_004933249.1	PRED	PRED|XP_004933249.1;PRED|XP_004933250.1;PRED|XP_037872211.1	False	True
5293	1	PRED|XP_012547633.2	PRED	PRED|XP_012547633.2	False	True
5294	1	PRED|XP_003573634.1	PRED	PRED|XP_003573634.1	False	True
5295	1	PRED|XP_024313546.1	PRED	PRED|XP_024313546.1	False	True
5296	1	PRED|NP_001041240.1	PRED	PRED|NP_001041240.1	False	True
5297	1	PRED|XP_042199463.1	PRED	PRED|XP_042199463.1	False	True
5298	2	PRED|XP_042924801.1	PRED	PRED|XP_042924801.1;PRED|XP_042925068.1	False	True
5299	1	PRED|XP_002129547.1	PRED	PRED|XP_002129547.1	False	True
53	3	DATABASE|Training_Seq3534	DATABASE	DATABASE|Training_Seq3534;DATABASE|Training_Seq3535;DATABASE|AP01974	True	False
530	3	PRED|XP_065932760.1	PRED	PRED|XP_065932760.1;PRED|XP_065925544.1;PRED|XP_065934279.1	False	True
5300	22	PRED|XP_009859868.1	DATABASE;PRED	PRED|XP_003230264.1;PRED|XP_062821397.1;PRED|NP_001279802.1;PRED|XP_009859868.1;PRED|NP_001017866.2;PRED|NP_957031.1;PRED|XP_040016783.1;PRED|XP_064407806.1;PRED|XP_009055774.1;PRED|XP_003971586.1;PRED|NP_001005136.1;PRED|NP_001287433.1;PRED|NP_650922.1;PRED|NP_732566.1;PRED|NP_505007.1;DATABASE|Training_Seq3612;PRED|XP_002178335.1;PRED|XP_002286797.1;PRED|XP_050467811.1;PRED|XP_005539096.1;DATABASE|AP02096;PRED|XP_002368527.1	True	True
5301	1	PRED|XP_034301267.2	PRED	PRED|XP_034301267.2	False	True
5302	1	PRED|XP_065936734.1	PRED	PRED|XP_065936734.1	False	True
5303	1	PRED|XP_046451573.1	PRED	PRED|XP_046451573.1	False	True
5304	1	PRED|XP_046458294.1	PRED	PRED|XP_046458294.1	False	True
5305	1	PRED|XP_046460470.1	PRED	PRED|XP_046460470.1	False	True
5306	1	PRED|NP_001163491.1	PRED	PRED|NP_001163491.1	False	True
5307	1	PRED|NP_649406.2	PRED	PRED|NP_649406.2	False	True
5308	1	PRED|XP_046789457.1	PRED	PRED|XP_046789457.1	False	True
5309	1	PRED|XP_040025505.1	PRED	PRED|XP_040025505.1	False	True
531	5	PRED|XP_040533899.1	PRED	PRED|XP_040533899.1;PRED|XP_040533901.1;PRED|XP_040533902.1;PRED|XP_040533903.1;PRED|XP_040533904.1	False	True
5310	1	PRED|NP_001353288.1	PRED	PRED|NP_001353288.1	False	True
5311	19	PRED|NP_001382413.1	DATABASE;PRED	PRED|NP_001382413.1;PRED|NP_478108.2;DATABASE|Training_Seq986;PRED|NP_478110.1;PRED|XP_005272449.3;PRED|XP_054188233.1;DATABASE|CAMPSQ3989_EP2Cprotein;DATABASE|CAMPSQ4011_Spermassociatedantigen11isoformD;DATABASE|Training_Seq2969;PRED|NP_001075021.2;PRED|NP_478107.2;PRED|NP_478109.1;PRED|NP_478114.2;PRED|XP_016869233.1;PRED|XP_054188234.1;DATABASE|sp|Q8K4N2|SG11A_MOUSE_Sperm-associated_antigen_11A_OS=Mus_musculus_OX=10090_GN=Spag11a_PE=3_SV=2;PRED|NP_694755.1;PRED|XP_006508990.1;DATABASE|AP02889	True	True
5312	1	PRED|WP_004212825.1	PRED	PRED|WP_004212825.1	False	True
5313	1	PRED|XP_009044244.1	PRED	PRED|XP_009044244.1	False	True
5314	1	PRED|XP_009044985.1	PRED	PRED|XP_009044985.1	False	True
5315	1	PRED|XP_009045804.1	PRED	PRED|XP_009045804.1	False	True
5316	1	PRED|XP_009050161.1	PRED	PRED|XP_009050161.1	False	True
5317	1	PRED|XP_009051730.1	PRED	PRED|XP_009051730.1	False	True
5318	1	PRED|XP_009057002.1	PRED	PRED|XP_009057002.1	False	True
5319	1	PRED|XP_009059777.1	PRED	PRED|XP_009059777.1	False	True
532	1	PRED|XP_392687.2	PRED	PRED|XP_392687.2	False	True
5320	1	PRED|XP_009065889.1	PRED	PRED|XP_009065889.1	False	True
5321	2	PRED|XP_009066742.1	PRED	PRED|XP_009066742.1;PRED|XP_009066750.1	False	True
5322	1	PRED|XP_009067359.1	PRED	PRED|XP_009067359.1	False	True
5323	1	PRED|XP_008345028.1	PRED	PRED|XP_008345028.1	False	True
5324	1	PRED|WP_048036523.1	PRED	PRED|WP_048036523.1	False	True
5325	1	PRED|XP_032223014.1	PRED	PRED|XP_032223014.1	False	True
5326	1	PRED|XP_032230779.1	PRED	PRED|XP_032230779.1	False	True
5327	1	PRED|XP_015614844.1	PRED	PRED|XP_015614844.1	False	True
5328	3	PRED|XP_015623072.1	PRED	PRED|XP_015623072.1;PRED|XP_015614847.1;PRED|XP_002454527.1	False	True
5329	5	PRED|XP_032835296.1	PRED	PRED|XP_032835296.1;PRED|XP_032835295.1;PRED|XP_032835297.1;PRED|XP_032835298.1;PRED|XP_032835351.1	False	True
533	1	PRED|XP_037867173.1	PRED	PRED|XP_037867173.1	False	True
5330	1	PRED|XP_024366268.1	PRED	PRED|XP_024366268.1	False	True
5331	1	PRED|XP_001348276.1	PRED	PRED|XP_001348276.1	False	True
5332	5	PRED|XP_002320320.2	PRED	PRED|XP_002320320.2;PRED|XP_003626174.1;PRED|XP_006359887.1;PRED|XP_003554624.1;PRED|XP_040870140.1	False	True
5333	1	PRED|WP_001190057.1	PRED	PRED|WP_001190057.1	False	True
5334	1	PRED|XP_024515318.1	PRED	PRED|XP_024515318.1	False	True
5335	2	PRED|XP_024531939.1	PRED	PRED|XP_024531939.1;PRED|XP_024536165.1	False	True
5336	2	PRED|XP_002452777.1	PRED	PRED|XP_002452777.1;PRED|NP_001145619.1	False	True
5337	1	PRED|XP_030839558.1	PRED	PRED|XP_030839558.1	False	True
5338	1	PRED|XP_029705973.1	PRED	PRED|XP_029705973.1	False	True
5339	2	PRED|XP_001014560.2	PRED	PRED|XP_001014560.2;PRED|XP_001014565.1	False	True
534	1	PRED|XP_642813.1	PRED	PRED|XP_642813.1	False	True
5340	1	PRED|XP_001020314.1	PRED	PRED|XP_001020314.1	False	True
5341	5	PRED|XP_001020745.1	PRED	PRED|XP_001020744.1;PRED|XP_001020745.1;PRED|XP_001020747.1;PRED|XP_001020748.1;PRED|XP_001020752.2	False	True
5342	1	PRED|XP_012655263.1	PRED	PRED|XP_012655263.1	False	True
5343	8	PRED|XP_007011824.1	PRED	PRED|XP_007011824.1;PRED|XP_003603362.1;PRED|XP_003603363.1;PRED|XP_006353678.1;PRED|XP_002285197.1;PRED|NP_001235098.1;PRED|NP_001236792.2;PRED|XP_002324869.2	False	True
5344	3	PRED|XP_008194858.1	PRED	PRED|XP_008194858.1;PRED|XP_026301312.1;PRED|XP_008194860.1	False	True
5345	1	PRED|XP_011389734.1	PRED	PRED|XP_011389734.1	False	True
5346	1	PRED|XP_002937491.1	PRED	PRED|XP_002937491.1	False	True
5347	11	PRED|NP_001141168.1	PRED	PRED|NP_001141168.1;PRED|XP_002446916.1;PRED|NP_001148300.1;PRED|XP_003572782.1;PRED|XP_002454523.1;PRED|XP_002454525.1;PRED|XP_002454526.1;PRED|XP_021313853.1;PRED|XP_021313854.1;PRED|XP_021315424.1;PRED|XP_021315425.1	False	True
5348	1	PRED|NP_001151721.2	PRED	PRED|NP_001151721.2	False	True
5349	1	PRED|XP_020397098.1	PRED	PRED|XP_020397098.1	False	True
535	1	PRED|XP_030835521.1	PRED	PRED|XP_030835521.1	False	True
5350	1	PRED|XP_020398849.1	PRED	PRED|XP_020398849.1	False	True
5351	1	DATABASE|AP02206	DATABASE	DATABASE|AP02206	True	False
5352	2	DATABASE|Training_Seq76	DATABASE	DATABASE|Training_Seq76;DATABASE|CAMPSQ947_AntimicrobialproteinAce-AMP1	True	False
5353	5	DATABASE|Training_Seq464	DATABASE	DATABASE|Training_Seq464;DATABASE|Training_Seq1945;DATABASE|AP00809;DATABASE|DBAASPR_18319_Hepcidin-2_BpHep-2;DATABASE|AP04046	True	False
5354	1	DATABASE|Training_Seq566	DATABASE	DATABASE|Training_Seq566	True	False
5355	1	DATABASE|Training_Seq1317	DATABASE	DATABASE|Training_Seq1317	True	False
5356	1	PRED|WP_000277443.1	PRED	PRED|WP_000277443.1	False	True
5357	2	PRED|XP_061506651.1	PRED	PRED|XP_061506651.1;PRED|XP_003251214.1	False	True
5358	3	PRED|XP_554263.2	PRED	PRED|XP_554263.2;PRED|XP_061510580.1;PRED|XP_009044384.1	False	True
5359	1	PRED|XP_012944359.1	PRED	PRED|XP_012944359.1	False	True
536	1	PRED|XP_009050784.1	PRED	PRED|XP_009050784.1	False	True
5360	1	PRED|NP_001154231.1	PRED	PRED|NP_001154231.1	False	True
5361	2	PRED|NP_001324794.1	PRED	PRED|NP_001324794.1;PRED|NP_565325.1	False	True
5362	9	PRED|NP_201130.1	PRED	PRED|NP_201130.1;PRED|NP_201129.1;PRED|NP_001078361.1;PRED|NP_001118955.1;PRED|NP_001118957.1;PRED|NP_001031243.1;PRED|NP_200172.1;PRED|NP_201128.2;PRED|NP_001117561.1	False	True
5363	1	PRED|XP_004925021.1	PRED	PRED|XP_004925021.1	False	True
5364	1	PRED|XP_021204491.1	PRED	PRED|XP_021204491.1	False	True
5365	1	PRED|XP_021204494.2	PRED	PRED|XP_021204494.2	False	True
5366	1	PRED|XP_021204499.2	PRED	PRED|XP_021204499.2	False	True
5367	1	PRED|XP_037872238.1	PRED	PRED|XP_037872238.1	False	True
5368	1	PRED|XP_037872249.1	PRED	PRED|XP_037872249.1	False	True
5369	2	PRED|XP_062526344.1	PRED	PRED|XP_062526344.1;PRED|XP_004933163.1	False	True
537	3	DATABASE|CAMPSQ2159_Perforin	DATABASE	DATABASE|CAMPSQ2159_Perforin;DATABASE|CAMPSQ2160_Perforin;DATABASE|CAMPSQ2161_Perforin	True	False
5370	2	PRED|XP_003560624.2	PRED	PRED|XP_003560624.2;PRED|XP_024312860.1	False	True
5371	1	PRED|NP_001023651.1	PRED	PRED|NP_001023651.1	False	True
5372	1	PRED|NP_505390.2	PRED	PRED|NP_505390.2	False	True
5373	1	PRED|NP_508374.1	PRED	PRED|NP_508374.1	False	True
5374	1	PRED|XP_719386.1	PRED	PRED|XP_719386.1	False	True
5375	1	PRED|XP_042916342.1	PRED	PRED|XP_042916342.1	False	True
5376	1	PRED|XP_042927374.1	PRED	PRED|XP_042927374.1	False	True
5377	1	PRED|XP_042928319.1	PRED	PRED|XP_042928319.1	False	True
5378	2	PRED|XP_042928760.1	PRED	PRED|XP_042928760.1;PRED|XP_042928761.1	False	True
5379	1	PRED|XP_001839471.2	PRED	PRED|XP_001839471.2	False	True
538	1	PRED|XP_065939553.1	PRED	PRED|XP_065939553.1	False	True
5380	2	PRED|XP_011447267.3	PRED	PRED|XP_011447267.3;PRED|XP_034310986.2	False	True
5381	1	PRED|XP_011649156.1	PRED	PRED|XP_011649156.1	False	True
5382	1	PRED|XP_011659762.1	PRED	PRED|XP_011659762.1	False	True
5383	12	PRED|XP_009296055.2	PRED	PRED|XP_009296055.2;PRED|XP_009296056.2;PRED|XP_073798842.1;PRED|XP_001336789.3;PRED|XP_009296057.2;PRED|XP_073798843.1;PRED|NP_001313314.1;PRED|XP_029697152.1;PRED|XP_029697153.1;PRED|XP_029697154.1;PRED|XP_040048063.1;PRED|XP_003966760.1	False	True
5384	1	PRED|XP_046451321.1	PRED	PRED|XP_046451321.1	False	True
5385	1	PRED|XP_046454314.1	PRED	PRED|XP_046454314.1	False	True
5386	1	PRED|XP_046461421.1	PRED	PRED|XP_046461421.1	False	True
5387	1	PRED|XP_040534646.1	PRED	PRED|XP_040534646.1	False	True
5388	1	PRED|XP_006591803.1	PRED	PRED|XP_006591803.1	False	True
5389	1	PRED|XP_014629713.1	PRED	PRED|XP_014629713.1	False	True
539	1	PRED|XP_046443399.1	PRED	PRED|XP_046443399.1	False	True
5390	1	PRED|XP_040861345.1	PRED	PRED|XP_040861345.1	False	True
5391	3	PRED|NP_001341387.1	PRED	PRED|NP_001341387.1;PRED|NP_001341388.1;PRED|XP_024303074.1	False	True
5392	1	PRED|XP_005269868.1	PRED	PRED|XP_005269868.1	False	True
5393	3	PRED|XP_047289354.1	PRED	PRED|XP_047289354.1;PRED|XP_047299193.1;PRED|XP_047299194.1	False	True
5394	1	PRED|XP_009046639.1	PRED	PRED|XP_009046639.1	False	True
5395	1	PRED|XP_009048050.1	PRED	PRED|XP_009048050.1	False	True
5396	1	PRED|XP_009050616.1	PRED	PRED|XP_009050616.1	False	True
5397	1	PRED|XP_009050974.1	PRED	PRED|XP_009050974.1	False	True
5398	1	PRED|XP_009051727.1	PRED	PRED|XP_009051727.1	False	True
5399	1	PRED|XP_009051978.1	PRED	PRED|XP_009051978.1	False	True
54	3	PRED|XP_015837722.1	PRED	PRED|XP_015837722.1;PRED|XP_064211996.1;PRED|XP_011456223.3	False	True
540	2	PRED|XP_005247472.1	PRED	PRED|XP_005247472.1;PRED|NP_000403.1	False	True
5400	1	PRED|XP_009053749.1	PRED	PRED|XP_009053749.1	False	True
5401	1	PRED|XP_009055529.1	PRED	PRED|XP_009055529.1	False	True
5402	1	PRED|XP_009057049.1	PRED	PRED|XP_009057049.1	False	True
5403	1	PRED|XP_009057145.1	PRED	PRED|XP_009057145.1	False	True
5404	1	PRED|XP_009058117.1	PRED	PRED|XP_009058117.1	False	True
5405	3	PRED|XP_003623935.3	PRED	PRED|XP_003623935.3;PRED|XP_003623947.3;PRED|NP_001236539.1	False	True
5406	3	PRED|NP_001032243.1	PRED	PRED|NP_001032243.1;PRED|NP_001100247.1;PRED|XP_002177181.1	False	True
5407	2	PRED|NP_033167.2	PRED	PRED|NP_033167.2;PRED|NP_071550.2	False	True
5408	7	PRED|XP_036014205.1	PRED	PRED|XP_036014205.1;PRED|XP_036014206.1;PRED|XP_036014207.1;PRED|XP_036014208.1;PRED|XP_036014209.1;PRED|XP_036014210.1;PRED|XP_036014216.1	False	True
5409	1	PRED|XP_011395107.1	PRED	PRED|XP_011395107.1	False	True
541	1	PRED|XP_030844382.1	PRED	PRED|XP_030844382.1	False	True
5410	2	PRED|XP_960990.1	PRED	PRED|XP_960990.1;PRED|XP_747940.1	False	True
5411	1	PRED|WP_012215171.1	PRED	PRED|WP_012215171.1	False	True
5412	1	PRED|XP_052826906.1	PRED	PRED|XP_052826906.1	False	True
5413	1	PRED|XP_052827999.1	PRED	PRED|XP_052827999.1	False	True
5414	1	PRED|XP_015637123.1	PRED	PRED|XP_015637123.1	False	True
5415	1	PRED|XP_032825263.1	PRED	PRED|XP_032825263.1	False	True
5416	1	PRED|XP_073391391.1	PRED	PRED|XP_073391391.1	False	True
5417	1	PRED|XP_001347746.2	PRED	PRED|XP_001347746.2	False	True
5418	1	PRED|XP_024455119.1	PRED	PRED|XP_024455119.1	False	True
5419	1	PRED|XP_015161018.1	PRED	PRED|XP_015161018.1	False	True
542	1	PRED|XP_075924597.1	PRED	PRED|XP_075924597.1	False	True
5420	1	PRED|XP_021304374.1	PRED	PRED|XP_021304374.1	False	True
5421	1	PRED|WP_005411711.1	PRED	PRED|WP_005411711.1	False	True
5422	1	PRED|XP_030848567.1	PRED	PRED|XP_030848567.1	False	True
5423	1	PRED|WP_011277083.1	PRED	PRED|WP_011277083.1	False	True
5424	3	PRED|XP_003965980.1	PRED	PRED|XP_003965980.1;PRED|XP_029694934.1;PRED|NP_001373312.1	False	True
5425	1	PRED|XP_001019628.3	PRED	PRED|XP_001019628.3	False	True
5426	1	PRED|XP_001471127.1	PRED	PRED|XP_001471127.1	False	True
5427	1	PRED|XP_012655123.1	PRED	PRED|XP_012655123.1	False	True
5428	1	PRED|XP_002370123.1	PRED	PRED|XP_002370123.1	False	True
5429	2	PRED|XP_059598697.1	PRED	PRED|XP_059598697.1;PRED|XP_031745858.1	False	True
543	1	PRED|XP_030839492.1	PRED	PRED|XP_030839492.1	False	True
5430	1	PRED|XP_008669834.1	PRED	PRED|XP_008669834.1	False	True
5431	1	DATABASE|AP02723	DATABASE	DATABASE|AP02723	True	False
5432	1	DATABASE|CAMPSQ1805_Acanthoscurrin-2	DATABASE	DATABASE|CAMPSQ1805_Acanthoscurrin-2	True	False
